"DateTime";"[Chambre][5PST02-A 4in1 Multi-Sensor][Ouverture] ";"[Chambre][Chambre à coucher][Température] °C";"[Lyon][exterieur][Température] °C"
"2018-05-24 23:00:00";;22,125;22,025
"2018-05-25 00:00:00";;22,15;21,775
"2018-05-25 00:19:53";0
"2018-05-25 01:00:00";;22,1;21,475
"2018-05-25 02:00:00";;22,1;21,2
"2018-05-25 03:00:00";;22,1;20,825
"2018-05-25 04:00:00";;22,05;20,425
"2018-05-25 05:00:00";;22;20,05
"2018-05-25 06:00:00";;22;19,8
"2018-05-25 07:00:00";;21,95;19,7
"2018-05-25 07:57:43";1
"2018-05-25 08:00:00";;21,575;19,925
"2018-05-25 09:00:00";;21,4;20,575
"2018-05-25 10:00:00";;21,45;21,45
"2018-05-25 11:00:00";;21,625;22,5
"2018-05-25 12:00:00";;21,9;23,425
"2018-05-25 13:00:00";;22,15;24,15
"2018-05-25 14:00:00";;22,375;24,925
"2018-05-25 15:00:00";;22,675;25,425
"2018-05-25 16:00:00";;22,775;25,6
"2018-05-25 17:00:00";;22,8;25,05
"2018-05-25 18:00:00";;22,75;24,35
"2018-05-25 19:00:00";;22,7;24,125
"2018-05-25 20:00:00";;22,7;23,725
"2018-05-25 21:00:00";;22,7;23,325
"2018-05-25 22:00:00";;22,7;22,975
"2018-05-25 23:00:00";;22,725;22,625
"2018-05-25 23:58:58";0
"2018-05-26 00:00:00";;22,8;22,325
"2018-05-26 01:00:00";;22,85;22,075
"2018-05-26 02:00:00";;22,9;21,8
"2018-05-26 03:00:00";;22,875;21,625
"2018-05-26 04:00:00";;22,8;21,5
"2018-05-26 05:00:00";;22,775;21,325
"2018-05-26 06:00:00";;22,7;21,275
"2018-05-26 07:00:00";;22,7;21,15
"2018-05-26 08:00:00";;22,675;21,7
"2018-05-26 09:00:00";;22,6;22,275
"2018-05-26 10:00:00";;22,525;22,75
"2018-05-26 11:00:00";;22,5;22,65
"2018-05-26 12:00:00";;22,5;23,075
"2018-05-26 13:00:00";;22,5;23,825
"2018-05-26 14:00:00";;22,525;24,35
"2018-05-26 15:00:00";;22,675;25,125
"2018-05-26 15:41:53";1
"2018-05-26 16:00:00";;22,975;25,8
"2018-05-26 17:00:00";;23,175;25,875
"2018-05-26 18:00:00";;23,2;25,35
"2018-05-26 19:00:00";;23,25;25,025
"2018-05-26 20:00:00";;23,275;24,75
"2018-05-26 21:00:00";;23,3;24,5
"2018-05-26 22:00:00";;23,375;24,25
"2018-05-26 23:00:00";;23,4;23,95
"2018-05-27 00:00:00";;23,4;23,6
"2018-05-27 00:48:08";0
"2018-05-27 01:00:00";;23,4;23,425
"2018-05-27 02:00:00";;23,5;23,225
"2018-05-27 03:00:00";;23,5;22,85
"2018-05-27 04:00:00";;23,5;22,5
"2018-05-27 05:00:00";;23,5;22,35
"2018-05-27 06:00:00";;23,5;22,175
"2018-05-27 07:00:00";;23,5;22,1
"2018-05-27 08:00:00";;23,5;22,175
"2018-05-27 09:00:00";;23,55;22,65
"2018-05-27 09:21:15";1
"2018-05-27 10:00:00";;23,425;23,125
"2018-05-27 11:00:00";;23,35;23,7
"2018-05-27 12:00:00";;23,4;24,4
"2018-05-27 13:00:00";;23,45;25,025
"2018-05-27 14:00:00";;23,575;25,325
"2018-05-27 15:00:00";;23,725;26,025
"2018-05-27 16:00:00";;23,8;26,275
"2018-05-27 17:00:00";;23,9;25,75
"2018-05-27 18:00:00";;23,825;25,05
"2018-05-27 19:00:00";;23,5;23,5
"2018-05-27 20:00:00";;23,275;22,75
"2018-05-27 21:00:00";;23,2;22,55
"2018-05-27 22:00:00";;23,2;22,325
"2018-05-27 23:00:00";;23,15;21,925
"2018-05-28 00:00:00";;23,375;21,45
"2018-05-28 01:00:00";;23,3;21,225
"2018-05-28 02:00:00";;23,2;21,3
"2018-05-28 03:00:00";;23,125;21,3
"2018-05-28 04:00:00";;23,1;21,15
"2018-05-28 05:00:00";;22,975;20,9
"2018-05-28 06:00:00";;22,775;20,575
"2018-05-28 07:00:00";;22,6;20,45
"2018-05-28 08:00:00";;22,5;20,625
"2018-05-28 09:00:00";;22,375;20,9
"2018-05-28 10:00:00";;22,375;21,425
"2018-05-28 11:00:00";;22,275;21,55
"2018-05-28 12:00:00";;22,275;22,05
"2018-05-28 13:00:00";;22,475;22,8
"2018-05-28 14:00:00";;22,725;23,45
"2018-05-28 14:12:48";0
"2018-05-28 15:00:00";;22,9;24,125
"2018-05-28 16:00:00";;22,9;23,875
"2018-05-28 17:00:00";;22,9;23,025
"2018-05-28 18:00:00";;22,95;22,55
"2018-05-28 19:00:00";;23;21,575
"2018-05-28 20:00:00";;22,975;21,05
"2018-05-28 21:00:00";;22,925;21,075
"2018-05-28 22:00:00";;22,9;21,025
"2018-05-28 23:00:00";;22,9;20,775
"2018-05-29 00:00:00";;22,875;20,675
"2018-05-29 01:00:00";;22,8;20,5
"2018-05-29 02:00:00";;22,8;20,4
"2018-05-29 03:00:00";;22,8;20,4
"2018-05-29 04:00:00";;22,725;20,375
"2018-05-29 05:00:00";;22,7;20,1
"2018-05-29 06:00:00";;22,7;19,925
"2018-05-29 07:00:00";;22,7;20,075
"2018-05-29 08:00:00";;22,7;20,5
"2018-05-29 09:00:00";;22,7;21,1
"2018-05-29 10:00:00";;22,675;21,725
"2018-05-29 11:00:00";;22,625;22,35
"2018-05-29 12:00:00";;22,6;22,6
"2018-05-29 13:00:00";;22,7;23,1
"2018-05-29 14:00:00";;22,7;23,65
"2018-05-29 15:00:00";;22,75;24,275
"2018-05-29 16:00:00";;22,8;24,825
"2018-05-29 17:00:00";;22,85;24,775
"2018-05-29 18:00:00";;22,8;24,55
"2018-05-29 19:00:00";;22,8;24,25
"2018-05-29 20:00:00";;22,8;23,8
"2018-05-29 21:00:00";;22,9;23,25
"2018-05-29 22:00:00";;22,9;22,925
"2018-05-29 23:00:00";;22,9;22,5
"2018-05-30 00:00:00";;22,9;22,175
"2018-05-30 01:00:00";;22,9;21,85
"2018-05-30 02:00:00";;22,9;21,625
"2018-05-30 03:00:00";;22,9;21,425
"2018-05-30 04:00:00";;22,9;21,25
"2018-05-30 05:00:00";;22,9;21,05
"2018-05-30 06:00:00";;22,8;20,9
"2018-05-30 07:00:00";;22,8;20,925
"2018-05-30 08:00:00";;22,8;21,2
"2018-05-30 09:00:00";;22,8;21,575
"2018-05-30 10:00:00";;22,8;21,725
"2018-05-30 11:00:00";;22,8;22,6
"2018-05-30 12:00:00";;22,8;23,2
"2018-05-30 13:00:00";;22,9;23,525
"2018-05-30 14:00:00";;22,9;23,825
"2018-05-30 15:00:00";;22,9;23,35
"2018-05-30 16:00:00";;22,9;22,225
"2018-05-30 17:00:00";;22,9;21,475
"2018-05-30 18:00:00";;22,9;20,775
"2018-05-30 19:00:00";;22,9;20,8
"2018-05-30 20:00:00";;22,9;20,7
"2018-05-30 21:00:00";;22,825;20,65
"2018-05-30 22:00:00";;22,8;20,6
"2018-05-30 23:00:00";;22,8;20,575
"2018-05-31 00:00:00";;22,8;20,425
"2018-05-31 01:00:00";;22,775;20,325
"2018-05-31 02:00:00";;22,7;20,2
"2018-05-31 03:00:00";;22,7;20
"2018-05-31 04:00:00";;22,7;19,825
"2018-05-31 05:00:00";;22,7;19,725
"2018-05-31 06:00:00";;22,65;19,4
"2018-05-31 07:00:00";;22,6;19,35
"2018-05-31 08:00:00";;22,6;19,625
"2018-05-31 09:00:00";;22,6;20
"2018-05-31 10:00:00";;22,575;20,5
"2018-05-31 11:00:00";;22,5;20,65
"2018-05-31 12:00:00";;22,5;20,925
"2018-05-31 13:00:00";;22,5;21,275
"2018-05-31 14:00:00";;22,5;21,9
"2018-05-31 15:00:00";;22,5;22,025
"2018-05-31 16:00:00";;22,525;22,45
"2018-05-31 17:00:00";;22,55;22,4
"2018-05-31 18:00:00";;22,5;21,975
"2018-05-31 19:00:00";;22,5;21,675
"2018-05-31 20:00:00";;22,5;21,5
"2018-05-31 21:00:00";;22,5;21,175
"2018-05-31 22:00:00";;22,5;20,9
"2018-05-31 23:00:00";;22,575;20,625
"2018-06-01 00:00:00";;22,7;20,425
"2018-06-01 01:00:00";;22,7;20,325
"2018-06-01 02:00:00";;22,65;20,125
"2018-06-01 03:00:00";;22,6;19,9
"2018-06-01 04:00:00";;22,6;19,625
"2018-06-01 05:00:00";;22,6;19,325
"2018-06-01 06:00:00";;22,575;19,225
"2018-06-01 07:00:00";;22,5;19,3
"2018-06-01 08:00:00";;22,5;19,725
"2018-06-01 08:36:31";1
"2018-06-01 09:00:00";;22,325;20,35
"2018-06-01 10:00:00";;22,2;21,425
"2018-06-01 11:00:00";;22,2;22,35
"2018-06-01 12:00:00";;22,2;22,325
"2018-06-01 13:00:00";;22,275;22,975
"2018-06-01 14:00:00";;22,4;23,85
"2018-06-01 15:00:00";;22,6;24,325
"2018-06-01 16:00:00";;22,725;24
"2018-06-01 17:00:00";;22,8;23,775
"2018-06-01 18:00:00";;22,8;23,6
"2018-06-01 19:00:00";;22,8;23,275
"2018-06-01 20:00:00";;22,8;22,9
"2018-06-01 21:00:00";;22,8;22,55
"2018-06-01 22:00:00";;22,725;22,2
"2018-06-01 23:00:00";;22,7;21,925
"2018-06-02 00:00:00";;22,7;21,725
"2018-06-02 01:00:00";;22,8;21,275
"2018-06-02 02:00:00";;22,875;20,85
"2018-06-02 03:00:00";;22,775;20,525
"2018-06-02 04:00:00";;22,7;20,225
"2018-06-02 05:00:00";;22,65;19,925
"2018-06-02 06:00:00";;22,5;19,7
"2018-06-02 07:00:00";;22,475;19,725
"2018-06-02 08:00:00";;22,35;20,025
"2018-06-02 09:00:00";;22,375;20,675
"2018-06-02 10:00:00";;22,4;21,7
"2018-06-02 11:00:00";;22,45;22,675
"2018-06-02 12:00:00";;22,55;23,1
"2018-06-02 13:00:00";;22,675;23,575
"2018-06-02 14:00:00";;22,8;24,25
"2018-06-02 15:00:00";;23;24,65
"2018-06-02 16:00:00";;23,15;24,85
"2018-06-02 17:00:00";;23,2;24,825
"2018-06-02 18:00:00";;23,2;24,6
"2018-06-02 19:00:00";;23,2;24,35
"2018-06-02 20:00:00";;23,2;23,975
"2018-06-02 21:00:00";;23,2;23,55
"2018-06-02 22:00:00";;23,2;23,275
"2018-06-02 23:00:00";;23,2;22,95
"2018-06-03 00:00:00";;23,15;22,65
"2018-06-03 01:00:00";;23,225;22,25
"2018-06-03 02:00:00";;23,2;22,05
"2018-06-03 03:00:00";;23,2;21,8
"2018-06-03 04:00:00";;23,225;21,625
"2018-06-03 05:00:00";;23,3;21,6
"2018-06-03 06:00:00";;23,3;21,55
"2018-06-03 07:00:00";;23,2;21,575
"2018-06-03 08:00:00";;23,175;21,775
"2018-06-03 09:00:00";;23,025;22,15
"2018-06-03 10:00:00";;22,925;22,85
"2018-06-03 11:00:00";;23,025;23,625
"2018-06-03 12:00:00";;23,2;24,35
"2018-06-03 13:00:00";;23,4;25
"2018-06-03 14:00:00";;23,6;25,4
"2018-06-03 15:00:00";;23,7;25,625
"2018-06-03 16:00:00";;23,725;25,675
"2018-06-03 17:00:00";;23,825;25,6
"2018-06-03 18:00:00";;23,875;24,925
"2018-06-03 19:00:00";;23,525;23,65
"2018-06-03 20:00:00";;23,3;23,2
"2018-06-03 21:00:00";;23,3;22,85
"2018-06-03 22:00:00";;23,2;22,525
"2018-06-03 23:00:00";;23,275;22,225
"2018-06-04 00:00:00";;23,4;21,975
"2018-06-04 01:00:00";;23,4;21,775
"2018-06-04 02:00:00";;23,4;21,6
"2018-06-04 03:00:00";;23,25;21,35
"2018-06-04 04:00:00";;23,2;21
"2018-06-04 05:00:00";;23,1;20,75
"2018-06-04 06:00:00";;23;20,675
"2018-06-04 07:00:00";;22,9;20,7
"2018-06-04 08:00:00";;22,775;20,725
"2018-06-04 09:00:00";;22,9;21,25
"2018-06-04 10:00:00";;22,8;22,05
"2018-06-04 11:00:00";;22,85;22,95
"2018-06-04 12:00:00";;22,975;23,85
"2018-06-04 13:00:00";;23,15;24,6
"2018-06-04 14:00:00";;23,275;24,725
"2018-06-04 15:00:00";;23,475;25,275
"2018-06-04 16:00:00";;23,6;25,225
"2018-06-04 17:00:00";;23,5;24,225
"2018-06-04 18:00:00";;23,35;23,5
"2018-06-04 19:00:00";;23,15;22,875
"2018-06-04 20:00:00";;22,925;22,225
"2018-06-04 21:00:00";;22,9;21,975
"2018-06-04 22:00:00";;22,9;21,8
"2018-06-04 23:00:00";;23;21,6
"2018-06-05 00:00:00";;23,325;21,475
"2018-06-05 01:00:00";;23,3;21,325
"2018-06-05 02:00:00";;23,3;21,2
"2018-06-05 03:00:00";;23,3;21,125
"2018-06-05 04:00:00";;23,2;21,075
"2018-06-05 05:00:00";;23;20,85
"2018-06-05 06:00:00";;22,9;20,675
"2018-06-05 07:00:00";;22,825;20,675
"2018-06-05 08:00:00";;22,85;20,925
"2018-06-05 09:00:00";;22,775;21,325
"2018-06-05 10:00:00";;22,7;22,125
"2018-06-05 11:00:00";;22,725;22,6
"2018-06-05 12:00:00";;22,85;23,45
"2018-06-05 13:00:00";;23;23,65
"2018-06-05 14:00:00";;23,075;23,775
"2018-06-05 15:00:00";;23,2;24,4
"2018-06-06 21:00:00";;23,725;23,9
"2018-06-06 22:00:00";;23,65;23,425
"2018-06-06 23:00:00";;23,55;23,05
"2018-06-07 00:00:00";;23,575;22,75
"2018-06-07 01:00:00";;23,775;22,45
"2018-06-07 02:00:00";;23,7;22,15
"2018-06-07 03:00:00";;23,7;22,025
"2018-06-07 04:00:00";;23,7;21,875
"2018-06-07 05:00:00";;23,625;21,775
"2018-06-07 06:00:00";;23,525;21,675
"2018-06-07 07:00:00";;23,5;21,65
"2018-06-07 08:00:00";;23,4;21,7
"2018-06-07 09:00:00";;23,175;21,875
"2018-06-07 10:00:00";;22,975;22,25
"2018-06-07 11:00:00";;22,85;22,775
"2018-06-07 12:00:00";;22,925;23,475
"2018-06-07 13:00:00";;23,125;24,175
"2018-06-07 14:00:00";;23,35;24,9
"2018-06-07 15:00:00";;23,55;25,15
"2018-06-07 15:52:04";0
"2018-06-07 16:00:00";;23,75;25,45
"2018-06-07 17:00:00";;23,85;25,75
"2018-06-07 18:00:00";;23,9;25,4
"2018-06-07 19:00:00";;23,9;24,625
"2018-06-07 20:00:00";;23,8;24,05
"2018-06-07 20:17:49";1
"2018-06-07 21:00:00";;23,65;23,15
"2018-06-07 22:00:00";;23,45;22,3
"2018-06-07 23:00:00";;23,4;22,1
"2018-06-08 00:00:00";;23,4;21,85
"2018-06-08 01:00:00";;23,475;21,675
"2018-06-08 02:00:00";;23,6;21,55
"2018-06-08 03:00:00";;23,6;21,4
"2018-06-08 04:00:00";;23,6;21,3
"2018-06-08 05:00:00";;23,525;21,15
"2018-06-08 06:00:00";;23,475;21,025
"2018-06-08 07:00:00";;23,5;21,1
"2018-06-08 08:00:00";;23,6;21,275
"2018-06-08 09:00:00";;23,5;21,725
"2018-06-08 10:00:00";;23,3;22,3
"2018-06-08 11:00:00";;23,225;22,85
"2018-06-08 12:00:00";;23,325;23,425
"2018-06-08 13:00:00";;23,425;24
"2018-06-08 14:00:00";;23,55;24,25
"2018-06-08 15:00:00";;23,7;24,875
"2018-06-08 16:00:00";;23,775;24,775
"2018-06-08 17:00:00";;23,675;23,9
"2018-06-08 18:00:00";;23,575;23,575
"2018-06-08 19:00:00";;23,6;23,8
"2018-06-08 20:00:00";;23,65;23,475
"2018-06-08 21:00:00";;23,6;23,075
"2018-06-08 22:00:00";;23,6;22,8
"2018-06-08 23:00:00";;23,6;22,575
"2018-06-09 00:00:00";;23,65;22,35
"2018-06-09 01:00:00";;24;22,15
"2018-06-09 02:00:00";;23,925;21,95
"2018-06-09 03:00:00";;23,9;21,725
"2018-06-09 04:00:00";;23,8;21,475
"2018-06-09 05:00:00";;23,75;21,25
"2018-06-09 06:00:00";;23,625;21,075
"2018-06-09 07:00:00";;23,175;20,975
"2018-06-09 08:00:00";;22,925;21,1
"2018-06-09 09:00:00";;22,95;21,4
"2018-06-09 10:00:00";;22,925;22,15
"2018-06-09 11:00:00";;23,075;23,15
"2018-06-09 12:00:00";;23,325;24,025
"2018-06-09 13:00:00";;23,6;24,675
"2018-06-09 14:00:00";;23,825;25,3
"2018-06-09 15:00:00";;24,025;25,825
"2018-06-09 16:00:00";;24,175;26,275
"2018-06-09 17:00:00";;24,2;26,275
"2018-06-09 18:00:00";;24,275;26,275
"2018-06-09 19:00:00";;24,35;26,025
"2018-06-09 20:00:00";;24,3;25,625
"2018-06-09 21:00:00";;24,3;25,225
"2018-06-09 22:00:00";;24,3;24,85
"2018-06-09 23:00:00";;24,425;24,5
"2018-06-10 00:00:00";;24,475;24,225
"2018-06-10 01:00:00";;24,5;23,95
"2018-06-10 02:00:00";;24,5;23,65
"2018-06-10 03:00:00";;24,4;23,35
"2018-06-10 04:00:00";;24,325;22,95
"2018-06-10 05:00:00";;24,2;22,575
"2018-06-10 06:00:00";;23,95;22,275
"2018-06-10 07:00:00";;23,925;22,25
"2018-06-10 08:00:00";;23,75;22,4
"2018-06-10 09:00:00";;23,425;22,8
"2018-06-10 10:00:00";;23,575;23,5
"2018-06-10 11:00:00";;23,85;24,375
"2018-06-10 12:00:00";;24,2;25,25
"2018-06-10 13:00:00";;24,325;25,775
"2018-06-10 14:00:00";;24,45;26,625
"2018-06-10 15:00:00";;24,625;27,025
"2018-06-10 16:00:00";;24,9;27,375
"2018-06-10 17:00:00";;25,1;27,475
"2018-06-10 18:00:00";;25,3;27,5
"2018-06-10 19:00:00";;25,425;27,225
"2018-06-10 20:00:00";;25,275;26,525
"2018-06-10 21:00:00";;25,05;25,575
"2018-06-10 22:00:00";;24,95;25,15
"2018-06-10 23:00:00";;24,9;24,775
"2018-06-11 00:00:00";;25,075;24,575
"2018-06-11 01:00:00";;25,1;24,4
"2018-06-11 02:00:00";;25,1;24,35
"2018-06-11 03:00:00";;25,1;24,2
"2018-06-11 04:00:00";;25,075;24,075
"2018-06-11 05:00:00";;25;23,8
"2018-06-11 06:00:00";;24,925;23,575
"2018-06-11 07:00:00";;24,675;23,225
"2018-06-11 08:00:00";;24,225;22,425
"2018-06-11 09:00:00";;23,7;21,95
"2018-06-11 10:00:00";;23,325;21,65
"2018-06-11 11:00:00";;23,4;22,275
"2018-06-11 12:00:00";;23,525;23,275
"2018-06-11 13:00:00";;23,7;24,1
"2018-06-11 14:00:00";;24;24,95
"2018-06-11 15:00:00";;24,25;25,35
"2018-06-11 16:00:00";;24,5;25,825
"2018-06-11 17:00:00";;24,575;25,25
"2018-06-11 18:00:00";;24,35;24,4
"2018-06-11 19:00:00";;24,125;23,525
"2018-06-11 20:00:00";;23,875;22,8
"2018-06-11 21:00:00";;23,85;22,4
"2018-06-11 22:00:00";;23,9;22,3
"2018-06-11 23:00:00";;23,8;21,975
"2018-06-12 00:00:00";;23,875;21,675
"2018-06-12 01:00:00";;24,075;21,525
"2018-06-12 02:00:00";;24;21,4
"2018-06-12 03:00:00";;24;21,225
"2018-06-12 04:00:00";;23,975;21,025
"2018-06-12 05:00:00";;23,9;21,05
"2018-06-12 06:00:00";;23,75;20,85
"2018-06-12 07:00:00";;23,6;20,85
"2018-06-12 08:00:00";;23,6;21,1
"2018-06-12 09:00:00";;23,375;21,35
"2018-06-12 10:00:00";;23,3;21,425
"2018-06-12 11:00:00";;23,275;22,1
"2018-06-12 12:00:00";;23,225;22,45
"2018-06-12 13:00:00";;23,35;23,05
"2018-06-12 14:00:00";;23,525;23,825
"2018-06-12 15:00:00";;23,675;24,45
"2018-06-12 16:00:00";;23,8;24,65
"2018-06-12 17:00:00";;23,8;24,6
"2018-06-12 18:00:00";;23,8;24,225
"2018-06-12 19:00:00";;23,7;22,825
"2018-06-12 20:00:00";;23,5;22,125
"2018-06-12 21:00:00";;23,375;21,875
"2018-06-12 22:00:00";;23,4;21,5
"2018-06-12 23:00:00";;23,425;21,075
"2018-06-13 00:00:00";;23,75;20,875
"2018-06-13 01:00:00";;23,8;20,85
"2018-06-13 02:00:00";;23,8;20,825
"2018-06-13 03:00:00";;23,775;20,775
"2018-06-13 04:00:00";;23,7;20,575
"2018-06-13 05:00:00";;23,625;20,25
"2018-06-13 06:00:00";;23,475;19,825
"2018-06-13 07:00:00";;23,3;19,45
"2018-06-13 08:00:00";;23,225;19,425
"2018-06-13 09:00:00";;22,9;19,6
"2018-06-13 10:00:00";;22,7;19,875
"2018-06-13 11:00:00";;22,75;20,75
"2018-06-13 12:00:00";;22,625;21,275
"2018-06-13 13:00:00";;22,6;21,5
"2018-06-13 14:00:00";;22,6;21,75
"2018-06-13 15:00:00";;22,6;22,075
"2018-06-13 16:00:00";;22,6;22,25
"2018-06-13 17:00:00";;22,625;22,425
"2018-06-13 18:00:00";;22,65;22,25
"2018-06-13 19:00:00";;22,675;21,8
"2018-06-13 20:00:00";;22,65;21,375
"2018-06-13 21:00:00";;22,6;20,9
"2018-06-13 22:00:00";;22,6;20,4
"2018-06-13 23:00:00";;22,5;20
"2018-06-14 00:00:00";;22,525;19,625
"2018-06-14 00:32:21";0
"2018-06-14 01:00:00";;22,75;19,35
"2018-06-14 02:00:00";;22,9;19,125
"2018-06-14 03:00:00";;23;18,8
"2018-06-14 04:00:00";;23;18,45
"2018-06-14 05:00:00";;22,95;18,1
"2018-06-14 06:00:00";;22,9;17,775
"2018-06-14 07:00:00";;22,8;17,675
"2018-06-14 08:00:00";;22,8;17,925
"2018-06-14 08:58:01";1
"2018-06-14 09:00:00";;22,7;18,45
"2018-06-14 10:00:00";;22,2;19,275
"2018-06-14 11:00:00";;22,025;20,1
"2018-06-14 12:00:00";;22;20,95
"2018-06-14 13:00:00";;22,1;21,675
"2018-06-14 14:00:00";;22,225;22,15
"2018-06-14 15:00:00";;22,375;22,625
"2018-06-14 16:00:00";;22,575;23,05
"2018-06-14 17:00:00";;22,675;23,3
