"DateTime";"[Chambre][5PST02-A 4in1 Multi-Sensor][Ouverture] ";"[Chambre][Chambre à coucher][Température] °C";"[Lyon][exterieur][Température] °C"
"2018-07-09 21:00:00";;27;27,575
"2018-07-09 22:00:00";;27;27,15
"2018-07-09 23:00:00";;27,05;26,925
"2018-07-10 00:00:00";;27,1;26,4
"2018-07-10 01:00:00";;27;25,95
"2018-07-10 02:00:00";;26,925;25,9
"2018-07-10 03:00:00";;26,825;25,9
"2018-07-10 04:00:00";;26,725;25,3
"2018-07-10 05:00:00";;26,6;24,5
"2018-07-10 06:00:00";;26,45;24,3
"2018-07-10 06:53:25";0
"2018-07-10 07:00:00";;26,2;23,875
"2018-07-10 08:00:00";;26,475;23,925
"2018-07-10 09:00:00";;26,6;24,125
"2018-07-10 10:00:00";;26,65;24,7
"2018-07-10 11:00:00";;26,7;25,7
"2018-07-10 12:00:00";;26,7;26,425
"2018-07-10 13:00:00";;26,75;26,975
"2018-07-10 14:00:00";;26,8;27,55
"2018-07-10 15:00:00";;26,9;27,925
"2018-07-10 16:00:00";;26,975;28,275
"2018-07-10 17:00:00";;27;28,325
"2018-07-10 18:00:00";;27;28,25
"2018-07-10 19:00:00";;27;27,9
"2018-07-10 20:00:00";;27;27,45
"2018-07-10 21:00:00";;27;26,975
"2018-07-10 22:00:00";;27;26,525
"2018-07-10 23:00:00";;27;26,25
"2018-07-11 00:00:00";;27;25,65
"2018-07-11 01:00:00";;27;25
"2018-07-11 02:00:00";;27;24,125
"2018-07-11 03:00:00";;27;23,425
"2018-07-11 04:00:00";;26,925;22,675
"2018-07-11 05:00:00";;26,9;22,2
"2018-07-11 06:00:00";;26,825;21,75
"2018-07-11 07:00:00";;26,775;21,375
"2018-07-11 08:00:00";;26,7;21,325
"2018-07-11 09:00:00";;26,625;21,65
"2018-07-11 10:00:00";;26,575;22,15
"2018-07-11 11:00:00";;26,5;22,95
"2018-07-11 12:00:00";;26,5;23,7
"2018-07-11 13:00:00";;26,5;24,25
"2018-07-11 14:00:00";;26,5;24,7
"2018-07-11 15:00:00";;26,525;25,15
"2018-07-11 16:00:00";;26,6;25,675
"2018-07-11 17:00:00";;26,6;25,95
"2018-07-11 18:00:00";;26,6;25,9
"2018-07-11 19:00:00";;26,6;25,6
"2018-07-11 20:00:00";;26,525;25,25
"2018-07-11 21:00:00";;26,5;24,875
"2018-07-11 21:31:27";1
"2018-07-11 22:00:00";;25,975;24,55
"2018-07-11 22:43:20";0
"2018-07-11 23:00:00";;25,725;24,075
"2018-07-12 00:00:00";;26,325;23,65
"2018-07-12 01:00:00";;26,45;23,125
"2018-07-12 02:00:00";;26,5;22,675
"2018-07-12 03:00:00";;26,425;22,325
"2018-07-12 04:00:00";;26,4;21,95
"2018-07-12 05:00:00";;26,325;21,6
"2018-07-12 06:00:00";;26,25;21,175
"2018-07-12 07:00:00";;26,2;21,1
"2018-07-12 08:00:00";;25,675;21,3
"2018-07-12 08:01:23";1
"2018-07-12 09:00:00";;23,725;21,7
"2018-07-12 10:00:00";;23,45;22,5
"2018-07-12 11:00:00";;23,875;23,675
"2018-07-12 11:21:30";0
"2018-07-12 12:00:00";;24,5;24,3
"2018-07-12 13:00:00";;25,05;24,825
"2018-07-12 14:00:00";;25,525;25,875
"2018-07-12 15:00:00";;25,6;26,5
"2018-07-12 16:00:00";;25,7;26,925
"2018-07-12 17:00:00";;25,8;27
"2018-07-12 17:40:05";1
"2018-07-12 18:00:00";;25,9;26,675
"2018-07-12 19:00:00";;26;26,4
"2018-07-12 20:00:00";;26;26,15
"2018-07-12 21:00:00";;26;25,8
"2018-07-12 22:00:00";;26;25,425
"2018-07-12 23:00:00";;25,9;25,075
"2018-07-13 00:00:00";;25,8;24,7
"2018-07-13 01:00:00";;26,1;24,275
"2018-07-13 02:00:00";;26,1;24,05
"2018-07-13 03:00:00";;26,1;23,65
"2018-07-13 04:00:00";;26,1;23,425
"2018-07-13 05:00:00";;26,075;23,15
"2018-07-13 06:00:00";;25,9;22,9
"2018-07-13 07:00:00";;25,7;22,625
"2018-07-13 08:00:00";;25,675;22,725
"2018-07-13 09:00:00";;25,525;23,25
"2018-07-13 10:00:00";;25,35;23,95
"2018-07-13 11:00:00";;25,375;25,275
"2018-07-13 11:14:44";0
"2018-07-13 12:00:00";;25,6;25,925
"2018-07-13 13:00:00";;25,775;26,575
"2018-07-13 14:00:00";;25,875;27,175
"2018-07-13 15:00:00";;25,975;28,1
"2018-07-13 16:00:00";;26,075;28,675
"2018-07-13 17:00:00";;26,125;28,7
"2018-07-13 17:31:44";1
"2018-07-13 18:00:00";;26,35;28,825
"2018-07-13 19:00:00";;26,5;28,325
"2018-07-13 20:00:00";;26,5;27,9
"2018-07-13 21:00:00";;26,5;27,45
"2018-07-13 22:00:00";;26,5;27,1
"2018-07-13 23:00:00";;26,5;26,825
"2018-07-14 00:00:00";;26,55;26,475
"2018-07-14 00:20:49";0
"2018-07-14 00:27:10";1
"2018-07-14 01:00:00";;26,7;26,125
"2018-07-14 02:00:00";;26,65;25,6
"2018-07-14 03:00:00";;26,7;25,425
"2018-07-14 04:00:00";;26,7;25,275
"2018-07-14 05:00:00";;26,7;25,1
"2018-07-14 06:00:00";;26,65;24,85
"2018-07-14 07:00:00";;26,525;24,6
"2018-07-14 07:51:17";0
"2018-07-14 08:00:00";;26,575;24,625
"2018-07-14 09:00:00";;26,6;25,075
"2018-07-14 10:00:00";;26,625;25,9
"2018-07-14 10:30:12";1
"2018-07-14 11:00:00";;26,625;27
"2018-07-14 12:00:00";;26,625;27,675
"2018-07-14 13:00:00";;26,75;28,3
"2018-07-14 14:00:00";;26,875;28,775
"2018-07-14 15:00:00";;27,025;29,175
"2018-07-14 16:00:00";;27,225;29,675
"2018-07-14 17:00:00";;27,325;29,775
"2018-07-14 18:00:00";;27,275;29,025
"2018-07-14 19:00:00";;27,1;26,225
"2018-07-14 20:00:00";;26,85;24,225
"2018-07-14 21:00:00";;26,8;24,425
"2018-07-14 22:00:00";;26,8;24,325
"2018-07-14 23:00:00";;26,725;24,3
"2018-07-15 00:00:00";;26,7;24,225
"2018-07-15 01:00:00";;26,6;24,05
"2018-07-15 02:00:00";;26,75;23,875
"2018-07-15 03:00:00";;26,9;23,8
"2018-07-15 04:00:00";;26,9;23,65
"2018-07-15 05:00:00";;26,825;23,55
"2018-07-15 06:00:00";;26,725;23,35
"2018-07-15 07:00:00";;26,6;23,275
"2018-07-15 08:00:00";;26,525;23,25
"2018-07-15 09:00:00";;26,45;23,175
"2018-07-15 10:00:00";;26,4;24,075
"2018-07-15 11:00:00";;26,45;25,225
"2018-07-15 12:00:00";;26,4;26,125
"2018-07-15 13:00:00";;26,45;26,75
"2018-07-15 14:00:00";;26,675;27,45
"2018-07-15 15:00:00";;26,85;27,95
"2018-07-15 16:00:00";;26,95;27,95
"2018-07-15 17:00:00";;26,375;25,775
"2018-07-15 18:00:00";;25,9;24,05
"2018-07-15 19:00:00";;25,975;24,575
"2018-07-15 20:00:00";;26,15;24,85
"2018-07-15 21:00:00";;26,2;24,675
"2018-07-15 22:00:00";;26,025;23,975
"2018-07-15 23:00:00";;26;23,625
"2018-07-16 00:00:00";;26,125;23,55
"2018-07-16 00:19:58";0
"2018-07-16 01:00:00";;26,475;23,275
"2018-07-16 02:00:00";;26,5;23,075
"2018-07-16 03:00:00";;26,5;22,975
"2018-07-16 04:00:00";;26,5;22,8
"2018-07-16 05:00:00";;26,5;22,45
"2018-07-16 06:00:00";;26,475;22,1
"2018-07-16 07:00:00";;26,4;22,1
"2018-07-16 08:00:00";;26,35;22,225
"2018-07-16 09:00:00";;26,375;22,85
"2018-07-16 10:00:00";;25,825;23,675
"2018-07-16 10:10:39";1
"2018-07-16 11:00:00";;25,275;24,7
"2018-07-16 12:00:00";;25,55;25,55
"2018-07-16 13:00:00";;25,9;26,35
"2018-07-16 14:00:00";;26,15;27,075
"2018-07-16 15:00:00";;26,325;27,575
"2018-07-16 16:00:00";;26,4;28,05
"2018-07-16 17:00:00";;26,5;27,975
"2018-07-16 18:00:00";;26,5;27,825
"2018-07-16 19:00:00";;26,55;27,475
"2018-07-16 20:00:00";;26,45;26,725
"2018-07-16 21:00:00";;26,35;26,125
"2018-07-16 22:00:00";;26,15;25,725
"2018-07-16 23:00:00";;25,95;25,525
"2018-07-17 00:00:00";;25,975;25,15
"2018-07-17 01:00:00";;26,425;24,825
"2018-07-17 02:00:00";;26,5;24,675
"2018-07-17 03:00:00";;26,525;24,525
"2018-07-17 04:00:00";;26,525;24,375
"2018-07-17 05:00:00";;26,5;24,2
"2018-07-17 06:00:00";;26,275;23,875
"2018-07-17 07:00:00";;26,2;23,775
"2018-07-17 08:00:00";;26,15;23,8
"2018-07-17 09:00:00";;26,05;24,2
"2018-07-17 10:00:00";;25,9;24,875
"2018-07-17 11:00:00";;25,875;25,75
"2018-07-17 12:00:00";;26;26,5
"2018-07-17 13:00:00";;26,2;27,05
"2018-07-17 14:00:00";;26,35;27,55
"2018-07-17 14:04:53";0
"2018-07-17 15:00:00";;26,425;28,025
"2018-07-17 16:00:00";;26,5;28,3
"2018-07-17 17:00:00";;26,5;28,325
"2018-07-17 18:00:00";;26,5;28,075
"2018-07-17 19:00:00";;26,5;27,575
"2018-07-17 20:00:00";;26,5;27,15
"2018-07-17 21:00:00";;26,5;26,75
"2018-07-17 22:00:00";;26,5;26,375
"2018-07-17 23:00:00";;26,525;26
"2018-07-17 23:25:26";1
"2018-07-18 00:00:00";;26,775;25,5
"2018-07-18 01:00:00";;26,725;24,9
"2018-07-18 02:00:00";;26,65;24,475
"2018-07-18 03:00:00";;26,55;24,25
"2018-07-18 04:00:00";;26,5;23,95
"2018-07-18 05:00:00";;26,35;23,55
"2018-07-18 06:00:00";;26,125;23,175
"2018-07-18 07:00:00";;25,975;23,125
"2018-07-18 08:00:00";;25,925;23,45
"2018-07-18 09:00:00";;25,75;24,05
"2018-07-18 10:00:00";;25,75;24,8
"2018-07-18 11:00:00";;25,85;25,85
"2018-07-18 12:00:00";;26;26,625
"2018-07-18 13:00:00";;26,2;27,125
"2018-07-18 14:00:00";;26,4;27,575
"2018-07-18 15:00:00";;26,55;28
"2018-07-18 16:00:00";;26,725;28,425
"2018-07-18 17:00:00";;26,825;28,5
"2018-07-18 18:00:00";;26,9;28,4
"2018-07-18 19:00:00";;26,9;28,175
"2018-07-18 20:00:00";;26,925;27,825
"2018-07-18 21:00:00";;27,075;27,45
"2018-07-18 22:00:00";;27,1;27,05
"2018-07-18 23:00:00";;27,1;26,725
"2018-07-19 00:00:00";;27,25;26,3
"2018-07-19 01:00:00";;27,175;26,05
"2018-07-19 02:00:00";;27,1;25,775
"2018-07-19 03:00:00";;27,05;25,525
"2018-07-19 04:00:00";;26,95;25,225
"2018-07-19 05:00:00";;26,85;24,85
"2018-07-19 06:00:00";;26,65;24,45
"2018-07-19 07:00:00";;26,425;24,225
"2018-07-19 08:00:00";;26,425;24,475
"2018-07-19 09:00:00";;26,4;25,05
"2018-07-19 10:00:00";;26,45;25,925
"2018-07-19 11:00:00";;26,55;26,875
"2018-07-19 12:00:00";;26,75;27,725
"2018-07-19 13:00:00";;26,925;28,275
"2018-07-19 14:00:00";;27,05;28,725
"2018-07-19 15:00:00";;27,275;29,175
"2018-07-19 16:00:00";;27,45;29,525
"2018-07-19 17:00:00";;27,5;29,575
"2018-07-19 18:00:00";;27,6;29,425
"2018-07-19 19:00:00";;27,6;29,2
"2018-07-19 20:00:00";;27,6;28,8
"2018-07-19 21:00:00";;27,6;28,425
"2018-07-19 22:00:00";;27,675;28,05
"2018-07-19 23:00:00";;27,7;27,75
"2018-07-20 00:00:00";;27,7;27,35
"2018-07-20 01:00:00";;27,775;26,925
"2018-07-20 02:00:00";;27,7;26,625
"2018-07-20 03:00:00";;27,65;26,275
"2018-07-20 04:00:00";;27,6;25,925
"2018-07-20 05:00:00";;27,55;25,65
"2018-07-20 06:00:00";;27,425;25,375
"2018-07-20 07:00:00";;27,25;25,2
"2018-07-20 08:00:00";;27,075;25,05
"2018-07-20 09:00:00";;26,875;25,325
"2018-07-20 10:00:00";;26,825;26,25
"2018-07-20 11:00:00";;26,85;26,4
"2018-07-20 12:00:00";;26,875;26,95
"2018-07-20 13:00:00";;27,05;27,45
"2018-07-20 14:00:00";;27,25;28,175
"2018-07-20 15:00:00";;27,45;28,825
"2018-07-20 16:00:00";;27,425;28
"2018-07-20 17:00:00";;26,8;25,725
"2018-07-20 18:00:00";;26,5;25,05
"2018-07-20 19:00:00";;26,425;24,725
"2018-07-20 20:00:00";;26,05;24,225
"2018-07-20 21:00:00";;26,05;24,175
"2018-07-20 22:00:00";;26,3;23,975
"2018-07-20 23:00:00";;26,375;23,775
"2018-07-21 00:00:00";;25,875;23,15
"2018-07-21 00:39:31";0
"2018-07-21 01:00:00";;26,475;22,975
"2018-07-21 02:00:00";;26,8;23,15
"2018-07-21 03:00:00";;26,975;23,05
"2018-07-21 04:00:00";;27;22,975
"2018-07-21 05:00:00";;27;23
"2018-07-21 06:00:00";;27;22,775
"2018-07-21 07:00:00";;27;22,525
"2018-07-21 08:00:00";;26,925;22,65
"2018-07-21 09:00:00";;26,85;23
"2018-07-21 09:54:41";1
"2018-07-21 10:00:00";;25,7;23,525
"2018-07-21 11:00:00";;24,975;24,175
"2018-07-21 12:00:00";;25,15;24,975
"2018-07-21 13:00:00";;25,45;25,4
"2018-07-21 14:00:00";;25,825;25,725
"2018-07-21 15:00:00";;26,025;26,225
"2018-07-21 16:00:00";;26,125;26,525
"2018-07-21 17:00:00";;26,275;26,6
"2018-07-21 18:00:00";;26,425;26,4
"2018-07-21 19:00:00";;26,575;26,175
"2018-07-21 20:00:00";;26,4;25,775
"2018-07-21 21:00:00";;26,225;25,275
"2018-07-21 22:00:00";;26,1;24,75
"2018-07-21 23:00:00";;26,025;24,175
"2018-07-22 00:00:00";;26,05;23,8
"2018-07-22 00:24:32";0
"2018-07-22 01:00:00";;26,475;23,55
"2018-07-22 02:00:00";;26,65;23,325
"2018-07-22 03:00:00";;26,625;23,1
"2018-07-22 04:00:00";;26,6;23
"2018-07-22 05:00:00";;26,6;22,9
"2018-07-22 06:00:00";;26,55;22,6
"2018-07-22 07:00:00";;26,5;22,775
"2018-07-22 08:00:00";;26,5;23,1
"2018-07-22 09:00:00";;26,5;23,525
"2018-07-22 10:00:00";;26,375;24,325
"2018-07-22 10:52:43";1
"2018-07-22 11:00:00";;26,175;25,15
"2018-07-22 12:00:00";;26,1;25,75
"2018-07-22 13:00:00";;26,1;26,375
"2018-07-22 14:00:00";;26,225;26,85
"2018-07-22 15:00:00";;26,375;27,275
"2018-07-22 16:00:00";;26,5;27,575
"2018-07-22 17:00:00";;26,55;27,55
"2018-07-22 18:00:00";;26,55;27,325
"2018-07-22 19:00:00";;26,5;26,95
"2018-07-22 20:00:00";;26,5;26,5
"2018-07-22 21:00:00";;26,5;26,1
"2018-07-22 22:00:00";;26,45;25,7
"2018-07-22 23:00:00";;26,4;25,25
"2018-07-23 00:00:00";;26,5;24,825
"2018-07-23 01:00:00";;26,5;24,425
"2018-07-23 02:00:00";;26,425;24,15
"2018-07-23 03:00:00";;26,35;23,85
"2018-07-23 04:00:00";;26,275;23,575
"2018-07-23 05:00:00";;26,2;23,425
"2018-07-23 06:00:00";;26,375;23,225
"2018-07-23 06:03:06";0
"2018-07-23 07:00:00";;26,4;23,1
"2018-07-23 08:00:00";;26,425;23,375
"2018-07-23 09:00:00";;26,35;24,15
"2018-07-23 09:18:11";1
"2018-07-23 10:00:00";;26,2;25,075
"2018-07-23 11:00:00";;26,2;25,875
"2018-07-23 12:00:00";;26,3;26,7
"2018-07-23 13:00:00";;26,425;27,4
"2018-07-23 14:00:00";;26,55;27,95
"2018-07-23 15:00:00";;26,7;28,425
"2018-07-23 16:00:00";;26,875;28,8
"2018-07-23 17:00:00";;27;28,775
"2018-07-23 18:00:00";;27;28,55
"2018-07-23 19:00:00";;27;28,225
"2018-07-23 20:00:00";;27;27,825
"2018-07-23 21:00:00";;27;27,3
"2018-07-23 22:00:00";;26,95;26,875
"2018-07-23 23:00:00";;26,9;26,55
"2018-07-24 00:00:00";;27;26,175
"2018-07-24 01:00:00";;27,1;25,85
"2018-07-24 02:00:00";;27,025;25,6
"2018-07-24 03:00:00";;27;25,25
"2018-07-24 04:00:00";;27;24,95
"2018-07-24 05:00:00";;26,925;24,725
"2018-07-24 06:00:00";;26,8;24,4
"2018-07-24 07:00:00";;26,675;24,3
"2018-07-24 08:00:00";;26,55;24,55
"2018-07-24 09:00:00";;26,075;25,225
"2018-07-24 10:00:00";;25,975;26,025
"2018-07-24 11:00:00";;26,425;26,95
"2018-07-24 12:00:00";;26,9;27,7
"2018-07-24 12:47:00";0
"2018-07-24 12:56:07";1
"2018-07-24 13:00:00";;27;28,35
"2018-07-24 14:00:00";;27,1;28,95
"2018-07-24 15:00:00";;27,3;29,65
"2018-07-24 16:00:00";;27,4;30,025
"2018-07-24 17:00:00";;27,45;29,825
"2018-07-24 18:00:00";;27,5;29,525
"2018-07-24 19:00:00";;27,5;29,3
"2018-07-24 20:00:00";;27,5;28,775
"2018-07-24 21:00:00";;27,575;28,275
"2018-07-24 22:00:00";;27,6;27,9
"2018-07-24 23:00:00";;27,625;27,65
"2018-07-24 23:28:12";0
"2018-07-25 00:00:00";;27,8;27,4
"2018-07-25 01:00:00";;27,9;27,075
"2018-07-25 02:00:00";;27,825;26,775
"2018-07-25 03:00:00";;27,8;26,4
"2018-07-25 04:00:00";;27,8;26,05
"2018-07-25 05:00:00";;27,8;25,625
"2018-07-25 06:00:00";;27,75;25,275
"2018-07-25 07:00:00";;27,7;25,175
"2018-07-25 08:00:00";;27,35;25,45
"2018-07-25 08:27:08";1
"2018-07-25 09:00:00";;26,95;26,525
"2018-07-25 10:00:00";;27,175;27,45
"2018-07-25 11:00:00";;27,475;28,2
"2018-07-25 12:00:00";;27,6;28,975
"2018-07-25 12:00:23";0
"2018-07-25 13:00:00";;27,6;29,65
"2018-07-25 14:00:00";;27,675;30,25
"2018-07-25 15:00:00";;27,775;30,7
"2018-07-25 16:00:00";;27,875;30,8
"2018-07-25 17:00:00";;27,9;30,9
"2018-07-25 18:00:00";;27,975;30,7
"2018-07-25 18:32:38";1
"2018-07-25 19:00:00";;28,075;30,25
"2018-07-25 20:00:00";;28,1;29,7
"2018-07-25 21:00:00";;28,2;29,25
"2018-07-25 22:00:00";;28,2;28,875
"2018-07-25 23:00:00";;28,125;28,475
"2018-07-26 00:00:00";;28,15;28,125
"2018-07-26 01:00:00";;28,3;27,825
"2018-07-26 03:00:00";;28,3;27,25
"2018-07-26 04:00:00";;28,2;27
"2018-07-26 04:15:00";;28,2;26,9
"2018-07-26 04:30:00";;28,2;26,9
"2018-07-26 04:45:00";;28,2;26,8
"2018-07-26 05:00:00";;28,2;26,7
"2018-07-26 05:15:00";;28,2;26,7
"2018-07-26 05:30:00";;28,2;26,6
"2018-07-26 05:45:00";;28,2;26,5
"2018-07-26 06:00:00";;28,2;26,4
"2018-07-26 06:15:00";;28,2;26,4
"2018-07-26 06:30:00";;28,2;26,4
"2018-07-26 06:45:00";;28,2;26,4
"2018-07-26 07:00:00";;28,1;26,3
"2018-07-26 07:15:00";;28,1;26,3
"2018-07-26 07:30:00";;28,1;26,3
"2018-07-26 07:45:00";;28,1;26,3
"2018-07-26 08:00:00";;28,1;26,4
"2018-07-26 08:15:00";;28,1;26,4
"2018-07-26 08:30:00";;28,1;26,6
"2018-07-26 08:45:00";;28,1;26,6
"2018-07-26 09:00:00";;28;26,8
"2018-07-26 09:11:12";1
"2018-07-26 09:15:00";;27,9;26,8
"2018-07-26 09:30:00";;27,7;27
"2018-07-26 09:45:00";;27,7;27,1
"2018-07-26 10:00:00";;27,6;28,1
"2018-07-26 10:15:00";;27,6;28
"2018-07-26 10:30:00";;27,7;28
"2018-07-26 10:45:00";;27,7;28,1
"2018-07-26 11:00:00";;27,8;28,7
"2018-07-26 11:15:00";;27,9;28,7
"2018-07-26 11:30:00";;28;29,1
"2018-07-26 11:45:00";;28;29,1
"2018-07-26 12:00:00";;28;29,1
"2018-07-26 12:15:00";;28,1;29,2
"2018-07-26 12:30:00";;28,2;29,3
"2018-07-26 12:45:00";;28,4;29,5
"2018-07-26 13:00:00";;28,5;29,6
"2018-07-26 13:15:00";;28,7;29,9
"2018-07-26 13:30:00";;28,7;29,9
"2018-07-26 13:45:00";;28,8;30,1
"2018-07-26 14:00:00";;28,8;30,2
"2018-07-26 14:15:00";;28,9;30,4
"2018-07-26 14:30:00";;28,9;30,4
"2018-07-26 14:45:00";;29;30,6
"2018-07-26 15:00:00";;29;30,7
"2018-07-26 15:07:47";1
"2018-07-26 15:15:00";;29,1;30,8
"2018-07-26 15:30:00";;29,1;30,9
"2018-07-26 15:45:00";;29,2;31
"2018-07-26 16:00:00";;29,3;31,1
"2018-07-26 16:15:00";;29,3;31,3
"2018-07-26 16:30:00";;29,3;31,4
"2018-07-26 16:45:00";;29,4;31,4
"2018-07-26 17:00:00";;29,5;31,5
"2018-07-26 17:15:00";;29,6;31,4
"2018-07-26 17:15:45";0
"2018-07-26 17:30:00";;29,5;31,4
"2018-07-26 17:45:00";;29,5;31,4
"2018-07-26 18:00:00";;29,3;31,3
"2018-07-26 18:15:00";;29,3;31,3
"2018-07-26 18:30:00";;29,2;31,3
"2018-07-26 18:45:00";;29,2;31,2
"2018-07-26 19:00:00";;29,1;31,1
"2018-07-26 19:15:00";;29,1;31,1
"2018-07-26 19:30:00";;29;31
"2018-07-26 19:45:00";;29;31
"2018-07-26 20:00:00";;29;30,9
"2018-07-26 20:15:00";;28,9;30,8
"2018-07-26 20:30:00";;28,9;30,6
"2018-07-26 20:45:00";;28,9;30,6
"2018-07-26 21:00:00";;28,9;30,5
"2018-07-26 21:06:27";0
"2018-07-26 21:15:00";;28,9;30,4
"2018-07-26 21:30:00";;28,9;30,3
"2018-07-26 21:45:11";0;28,9;30,3